DATE,ID,SONG,ARTIST,ALBUM
2021-11-07 : 21,21,Shivers,"
 
 エド・シーラン 
 ","
 

 =


 "
2021-11-07 : 22,22,Taken For Granted,"
 
 J.I the Prince of N.Y 
 ","
 

 Taken For Granted - Single


 "
2021-11-07 : 23,23,Too Easy,"
 
 ガンナ、 フューチャー 
 ","
 

 Too Easy - Single


 "
2021-11-07 : 24,24,Hot (feat. Moneybagg Yo),"
 
 ミーク・ミル 
 ","
 

 Expensive Pain


 "
2021-11-07 : 25,25,Hurricane,"
 
 カニエ・ウェスト 
 ","
 

 Donda


 "
2021-11-07 : 3,3,Is Ya Ready,"
 
 Kay Flock 
 ","
 

 Is Ya Ready - Single


 "
2021-11-07 : 4,4,Girls Want Girls (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-07 : 5,5,Being Honest,"
 
 Kay Flock 
 ","
 

 Being Honest - Single


 "
2021-11-07 : 6,6,Way 2 Sexy (feat. Future & Young Thug),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-07 : 7,7,Sharing Locations (feat. Lil Baby & Lil Durk),"
 
 ミーク・ミル 
 ","
 

 Expensive Pain


 "
2021-11-07 : 8,8,IYKYK,"
 
 B-Lovee 
 ","
 

 IYKYK - Single


 "
2021-11-07 : 9,9,Fair Trade (feat. Travis Scott),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-08 : 1,1,Bitter (Narration By Cardi B),"
 
 サマー・ウォーカー、 Cardi B 
 ","
 

 Still Over It


 "
2021-11-08 : 10,10,Sharing Locations (feat. Lil Baby & Lil Durk),"
 
 ミーク・ミル 
 ","
 

 Expensive Pain


 "
2021-11-08 : 11,11,IYKYK,"
 
 B-Lovee 
 ","
 

 IYKYK - Single


 "
2021-11-08 : 12,12,Fair Trade (feat. Travis Scott),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-08 : 13,13,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],"
 
 CKay 
 ","
 

 Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single


 "
2021-11-08 : 14,14,One Right Now,"
 
 ポスト・マローン、 ザ・ウィークエンド 
 ","
 

 One Right Now - Single


 "
2021-11-08 : 15,15,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-11-08 : 16,16,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-11-08 : 17,17,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-11-08 : 18,18,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","
 
 Nardo Wick 
 ","
 

 Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage) - Single


 "
2021-11-08 : 19,19,Sad Girlz Luv Money Remix (feat. Kali Uchis),"
 
 Amaarae、 Moliy 
 ","
 

 Sad Girlz Luv Money Remix (feat. Kali Uchis) - Single


 "
2021-11-08 : 2,2,No Love,"
 
 サマー・ウォーカー、 SZA 
 ","
 

 Still Over It


 "
2021-11-08 : 20,20,Better Days,"
 
 NEIKED、 Mae Muller、 Polo G 
 ","
 

 Better Days - Single


 "
2021-11-08 : 21,21,INDUSTRY BABY,"
 
 LIL NAS X、 Jack Harlow 
 ","
 

 INDUSTRY BABY - Single


 "
2021-11-08 : 22,22,Bubbly (with Drake & Travis Scott),"
 
 ヤング・サグ 
 ","
 

 Punk


 "
2021-11-08 : 23,23,Lo Siento BB:/,"
 
 Tainy、 バッド・バニー、 Julieta Venegas 
 ","
 

 Lo Siento BB:/ - Single


 "
2021-11-08 : 24,24,Need To Know,"
 
 Doja Cat 
 ","
 

 Planet Her


 "
2021-11-08 : 25,25,Taken For Granted,"
 
 J.I the Prince of N.Y 
 ","
 

 Taken For Granted - Single


 "
2021-11-08 : 3,3,Throw It Away,"
 
 サマー・ウォーカー 
 ","
 

 Still Over It


 "
2021-11-08 : 4,4,Not in the Mood,"
 
 Lil Tjay、 Fivio Foreign、 Kay Flock 
 ","
 

 Not in the Mood - Single


 "
2021-11-08 : 5,5,Easy On Me,"
 
 アデル 
 ","
 

 30


 "
2021-11-08 : 6,6,Girls Want Girls (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-08 : 7,7,Is Ya Ready,"
 
 Kay Flock 
 ","
 

 Is Ya Ready - Single


 "
2021-11-08 : 8,8,Being Honest,"
 
 Kay Flock 
 ","
 

 Being Honest - Single


 "
2021-11-08 : 9,9,Way 2 Sexy (feat. Future & Young Thug),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-09 : 1,1,No Love,"
 
 サマー・ウォーカー、 SZA 
 ","
 

 Still Over It


 "
2021-11-09 : 10,10,Being Honest,"
 
 Kay Flock 
 ","
 

 Being Honest - Single


 "
2021-11-09 : 11,11,Way 2 Sexy (feat. Future & Young Thug),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-09 : 12,12,Smokin Out The Window,"
 
 ブルーノ・マーズ、 アンダーソン・パーク、 Silk Sonic 
 ","
 

 An Evening With Silk Sonic


 "
2021-11-09 : 13,13,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-11-09 : 14,14,Sharing Locations (feat. Lil Baby & Lil Durk),"
 
 ミーク・ミル 
 ","
 

 Expensive Pain


 "
2021-11-09 : 15,15,One Right Now,"
 
 ポスト・マローン、 ザ・ウィークエンド 
 ","
 

 One Right Now - Single


 "
2021-11-09 : 16,16,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],"
 
 CKay 
 ","
 

 Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single


 "
2021-11-09 : 17,17,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-11-09 : 18,18,Being Honest (Remix),"
 
 Kay Flock、 G Herbo 
 ","
 

 The D.O.A. Tape


 "
2021-11-09 : 19,19,Fair Trade (feat. Travis Scott),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-09 : 2,2,Bitter (Narration By Cardi B),"
 
 サマー・ウォーカー、 Cardi B 
 ","
 

 Still Over It


 "
2021-11-09 : 20,20,Sad Girlz Luv Money Remix (feat. Kali Uchis),"
 
 Amaarae、 Moliy 
 ","
 

 Sad Girlz Luv Money Remix (feat. Kali Uchis) - Single


 "
2021-11-09 : 21,21,IYKYK,"
 
 B-Lovee 
 ","
 

 IYKYK - Single


 "
2021-11-09 : 22,22,PSA,"
 
 Kay Flock 
 ","
 

 The D.O.A. Tape


 "
2021-11-09 : 23,23,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-11-09 : 24,24,Brotherly Love (feat. Dougie B),"
 
 Kay Flock、 B Lovee 
 ","
 

 The D.O.A. Tape


 "
2021-11-09 : 25,25,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","
 
 Nardo Wick 
 ","
 

 Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage) - Single


 "
2021-11-09 : 3,3,Throw It Away,"
 
 サマー・ウォーカー 
 ","
 

 Still Over It


 "
2021-11-09 : 4,4,ESCAPE PLAN,"
 
 トラヴィス・スコット 
 ","
 

 ESCAPE PLAN / MAFIA - Single


 "
2021-11-09 : 5,5,MAFIA,"
 
 トラヴィス・スコット 
 ","
 

 ESCAPE PLAN / MAFIA - Single


 "
2021-11-09 : 6,6,Is Ya Ready,"
 
 Kay Flock 
 ","
 

 Is Ya Ready - Single


 "
2021-11-09 : 7,7,Girls Want Girls (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-09 : 8,8,Not in the Mood,"
 
 Lil Tjay、 Fivio Foreign、 Kay Flock 
 ","
 

 Not in the Mood - Single


 "
2021-11-09 : 9,9,Easy On Me,"
 
 アデル 
 ","
 

 30


 "
2021-11-10 : 1,1,No Love,"
 
 サマー・ウォーカー、 SZA 
 ","
 

 Still Over It


 "
2021-11-10 : 10,10,Easy On Me,"
 
 アデル 
 ","
 

 30


 "
2021-11-10 : 11,11,Being Honest,"
 
 Kay Flock 
 ","
 

 Being Honest - Single


 "
2021-11-10 : 12,12,PSA,"
 
 Kay Flock 
 ","
 

 The D.O.A. Tape


 "
2021-11-10 : 13,13,Being Honest (Remix),"
 
 Kay Flock、 G Herbo 
 ","
 

 The D.O.A. Tape


 "
2021-11-10 : 14,14,Sad Girlz Luv Money Remix (feat. Moliy),"
 
 Amaarae、 Kali Uchis 
 ","
 

 Sad Girlz Luv Money Remix (feat. Moliy) - Single


 "
2021-11-10 : 15,15,Way 2 Sexy (feat. Future & Young Thug),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-10 : 16,16,Sharing Locations (feat. Lil Baby & Lil Durk),"
 
 ミーク・ミル 
 ","
 

 Expensive Pain


 "
2021-11-10 : 17,17,Fair Trade (feat. Travis Scott),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-10 : 18,18,IYKYK,"
 
 B-Lovee 
 ","
 

 IYKYK - Single


 "
2021-11-10 : 19,19,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],"
 
 CKay 
 ","
 

 Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single


 "
2021-11-10 : 2,2,Bitter (Narration By Cardi B),"
 
 サマー・ウォーカー、 Cardi B 
 ","
 

 Still Over It


 "
2021-11-10 : 20,20,One Right Now,"
 
 ポスト・マローン、 ザ・ウィークエンド 
 ","
 

 One Right Now - Single


 "
2021-11-10 : 21,21,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-11-10 : 22,22,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-11-10 : 23,23,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","
 
 Nardo Wick 
 ","
 

 Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage) - Single


 "
2021-11-10 : 24,24,Brotherly Love (feat. Dougie B),"
 
 Kay Flock、 B Lovee 
 ","
 

 The D.O.A. Tape


 "
2021-11-10 : 25,25,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-11-10 : 3,3,ESCAPE PLAN,"
 
 トラヴィス・スコット 
 ","
 

 ESCAPE PLAN / MAFIA - Single


 "
2021-11-10 : 4,4,Throw It Away,"
 
 サマー・ウォーカー 
 ","
 

 Still Over It


 "
2021-11-10 : 5,5,MAFIA,"
 
 トラヴィス・スコット 
 ","
 

 ESCAPE PLAN / MAFIA - Single


 "
2021-11-10 : 6,6,Is Ya Ready,"
 
 Kay Flock 
 ","
 

 Is Ya Ready - Single


 "
2021-11-10 : 7,7,Not in the Mood,"
 
 Lil Tjay、 Fivio Foreign、 Kay Flock 
 ","
 

 Not in the Mood - Single


 "
2021-11-10 : 8,8,Girls Want Girls (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-10 : 9,9,Smokin Out The Window,"
 
 ブルーノ・マーズ、 アンダーソン・パーク、 Silk Sonic 
 ","
 

 An Evening With Silk Sonic


 "
2021-11-11 : 1,1,No Love,"
 
 サマー・ウォーカー、 SZA 
 ","
 

 Still Over It


 "
2021-11-11 : 10,10,Easy On Me,"
 
 アデル 
 ","
 

 30


 "
2021-11-11 : 11,11,PSA,"
 
 Kay Flock 
 ","
 

 The D.O.A. Tape


 "
2021-11-11 : 12,12,Being Honest,"
 
 Kay Flock 
 ","
 

 Being Honest - Single


 "
2021-11-11 : 13,13,Sad Girlz Luv Money Remix (feat. Moliy),"
 
 Amaarae、 Kali Uchis 
 ","
 

 Sad Girlz Luv Money Remix (feat. Moliy) - Single


 "
2021-11-11 : 14,14,Being Honest (Remix),"
 
 Kay Flock、 G Herbo 
 ","
 

 The D.O.A. Tape


 "
2021-11-11 : 15,15,Way 2 Sexy (feat. Future & Young Thug),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-11 : 16,16,Sharing Locations (feat. Lil Baby & Lil Durk),"
 
 ミーク・ミル 
 ","
 

 Expensive Pain


 "
2021-11-11 : 17,17,Fair Trade (feat. Travis Scott),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-11 : 18,18,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],"
 
 CKay 
 ","
 

 Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single


 "
2021-11-11 : 19,19,IYKYK,"
 
 B-Lovee 
 ","
 

 IYKYK - Single


 "
2021-11-11 : 2,2,ESCAPE PLAN,"
 
 トラヴィス・スコット 
 ","
 

 ESCAPE PLAN / MAFIA - Single


 "
2021-11-11 : 20,20,One Right Now,"
 
 ポスト・マローン、 ザ・ウィークエンド 
 ","
 

 One Right Now - Single


 "
2021-11-11 : 21,21,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-11-11 : 22,22,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-11-11 : 23,23,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","
 
 Nardo Wick 
 ","
 

 Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage) - Single


 "
2021-11-11 : 24,24,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-11-11 : 25,25,Brotherly Love (feat. Dougie B),"
 
 Kay Flock、 B Lovee 
 ","
 

 The D.O.A. Tape


 "
2021-11-11 : 3,3,Bitter (Narration By Cardi B),"
 
 サマー・ウォーカー、 Cardi B 
 ","
 

 Still Over It


 "
2021-11-11 : 4,4,Throw It Away,"
 
 サマー・ウォーカー 
 ","
 

 Still Over It


 "
2021-11-11 : 5,5,Is Ya Ready,"
 
 Kay Flock 
 ","
 

 Is Ya Ready - Single


 "
2021-11-11 : 6,6,MAFIA,"
 
 トラヴィス・スコット 
 ","
 

 ESCAPE PLAN / MAFIA - Single


 "
2021-11-11 : 7,7,Smokin Out The Window,"
 
 ブルーノ・マーズ、 アンダーソン・パーク、 Silk Sonic 
 ","
 

 An Evening With Silk Sonic


 "
2021-11-11 : 8,8,Not in the Mood,"
 
 Lil Tjay、 Fivio Foreign、 Kay Flock 
 ","
 

 Not in the Mood - Single


 "
2021-11-11 : 9,9,Girls Want Girls (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-12 : 1,1,No Love,"
 
 サマー・ウォーカー、 SZA 
 ","
 

 Still Over It


 "
2021-11-12 : 10,10,Easy On Me,"
 
 アデル 
 ","
 

 30


 "
2021-11-12 : 11,11,PSA,"
 
 Kay Flock 
 ","
 

 The D.O.A. Tape


 "
2021-11-12 : 12,12,Being Honest (Remix),"
 
 Kay Flock、 G Herbo 
 ","
 

 The D.O.A. Tape


 "
2021-11-12 : 13,13,Sad Girlz Luv Money Remix (feat. Moliy),"
 
 Amaarae、 Kali Uchis 
 ","
 

 Sad Girlz Luv Money Remix (feat. Moliy) - Single


 "
2021-11-12 : 14,14,Way 2 Sexy (feat. Future & Young Thug),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-12 : 15,15,Being Honest,"
 
 Kay Flock 
 ","
 

 Being Honest - Single


 "
2021-11-12 : 16,16,Sharing Locations (feat. Lil Baby & Lil Durk),"
 
 ミーク・ミル 
 ","
 

 Expensive Pain


 "
2021-11-12 : 17,17,Fair Trade (feat. Travis Scott),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-12 : 18,18,IYKYK,"
 
 B-Lovee 
 ","
 

 IYKYK - Single


 "
2021-11-12 : 19,19,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],"
 
 CKay 
 ","
 

 Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single


 "
2021-11-12 : 2,2,ESCAPE PLAN,"
 
 トラヴィス・スコット 
 ","
 

 ESCAPE PLAN / MAFIA - Single


 "
2021-11-12 : 20,20,One Right Now,"
 
 ポスト・マローン、 ザ・ウィークエンド 
 ","
 

 One Right Now - Single


 "
2021-11-12 : 21,21,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-11-12 : 22,22,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","
 
 Nardo Wick 
 ","
 

 Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage) - Single


 "
2021-11-12 : 23,23,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-11-12 : 24,24,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-11-12 : 25,25,Brotherly Love (feat. Dougie B),"
 
 Kay Flock、 B Lovee 
 ","
 

 The D.O.A. Tape


 "
2021-11-12 : 3,3,Bitter (Narration By Cardi B),"
 
 サマー・ウォーカー、 Cardi B 
 ","
 

 Still Over It


 "
2021-11-12 : 4,4,Throw It Away,"
 
 サマー・ウォーカー 
 ","
 

 Still Over It


 "
2021-11-12 : 5,5,Is Ya Ready,"
 
 Kay Flock 
 ","
 

 Is Ya Ready - Single


 "
2021-11-12 : 6,6,Smokin Out The Window,"
 
 ブルーノ・マーズ、 アンダーソン・パーク、 Silk Sonic 
 ","
 

 An Evening With Silk Sonic


 "
2021-11-12 : 7,7,Not in the Mood,"
 
 Lil Tjay、 Fivio Foreign、 Kay Flock 
 ","
 

 Not in the Mood - Single


 "
2021-11-12 : 8,8,Girls Want Girls (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-12 : 9,9,MAFIA,"
 
 トラヴィス・スコット 
 ","
 

 ESCAPE PLAN / MAFIA - Single


 "
2021-11-14 : 1,1,Smokin Out The Window,"
 
 ブルーノ・マーズ、 アンダーソン・パーク、 Silk Sonic 
 ","
 

 An Evening With Silk Sonic


 "
2021-11-14 : 10,10,Throw It Away,"
 
 サマー・ウォーカー 
 ","
 

 Still Over It


 "
2021-11-14 : 11,11,Easy On Me,"
 
 アデル 
 ","
 

 30


 "
2021-11-14 : 12,12,LA FAMA (feat. The Weeknd),"
 
 ロザリア 
 ","
 

 LA FAMA (feat. The Weeknd) - Single


 "
2021-11-14 : 13,13,Bad Man (Smooth Criminal),"
 
 Polo G 
 ","
 

 Hall of Fame 2.0


 "
2021-11-14 : 14,14,Already Dead,"
 
 ジュース・ワールド 
 ","
 

 Already Dead - Single


 "
2021-11-14 : 15,15,Sad Girlz Luv Money Remix (feat. Moliy),"
 
 Amaarae、 Kali Uchis 
 ","
 

 Sad Girlz Luv Money Remix (feat. Moliy) - Single


 "
2021-11-14 : 16,16,Being Honest (Remix),"
 
 Kay Flock、 G Herbo 
 ","
 

 The D.O.A. Tape


 "
2021-11-14 : 17,17,Way 2 Sexy (feat. Future & Young Thug),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-14 : 18,18,Being Honest,"
 
 Kay Flock 
 ","
 

 Being Honest - Single


 "
2021-11-14 : 19,19,Sharing Locations (feat. Lil Baby & Lil Durk),"
 
 ミーク・ミル 
 ","
 

 Expensive Pain


 "
2021-11-14 : 2,2,No Love,"
 
 サマー・ウォーカー、 SZA 
 ","
 

 Still Over It


 "
2021-11-14 : 20,20,MAFIA,"
 
 トラヴィス・スコット 
 ","
 

 ESCAPE PLAN / MAFIA - Single


 "
2021-11-14 : 21,21,Fair Trade (feat. Travis Scott),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-14 : 22,22,IYKYK,"
 
 B-Lovee 
 ","
 

 IYKYK - Single


 "
2021-11-14 : 23,23,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],"
 
 CKay 
 ","
 

 Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single


 "
2021-11-14 : 24,24,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-11-14 : 25,25,Brotherly Love (feat. Dougie B),"
 
 Kay Flock、 B Lovee 
 ","
 

 The D.O.A. Tape


 "
2021-11-14 : 3,3,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),"
 
 テイラー・スウィフト 
 ","
 

 Red (Taylor’s Version) (+ A Message From Taylor)


 "
2021-11-14 : 4,4,Is Ya Ready,"
 
 Kay Flock 
 ","
 

 Is Ya Ready - Single


 "
2021-11-14 : 5,5,ESCAPE PLAN,"
 
 トラヴィス・スコット 
 ","
 

 ESCAPE PLAN / MAFIA - Single


 "
2021-11-14 : 6,6,Not in the Mood,"
 
 Lil Tjay、 Fivio Foreign、 Kay Flock 
 ","
 

 Not in the Mood - Single


 "
2021-11-14 : 7,7,Girls Want Girls (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-14 : 8,8,PSA,"
 
 Kay Flock 
 ","
 

 The D.O.A. Tape


 "
2021-11-14 : 9,9,Bitter (Narration By Cardi B),"
 
 サマー・ウォーカー、 Cardi B 
 ","
 

 Still Over It


 "
2021-11-15 : 1,1,Smokin Out The Window,"
 
 ブルーノ・マーズ、 アンダーソン・パーク、 Silk Sonic 
 ","
 

 An Evening With Silk Sonic


 "
2021-11-15 : 10,10,Bad Man (Smooth Criminal),"
 
 Polo G 
 ","
 

 Hall of Fame 2.0


 "
2021-11-15 : 11,11,Bitter (Narration By Cardi B),"
 
 サマー・ウォーカー、 Cardi B 
 ","
 

 Still Over It


 "
2021-11-15 : 12,12,Easy On Me,"
 
 アデル 
 ","
 

 30


 "
2021-11-15 : 13,13,PSA,"
 
 Kay Flock 
 ","
 

 The D.O.A. Tape


 "
2021-11-15 : 14,14,Way 2 Sexy (feat. Future & Young Thug),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-15 : 15,15,Throw It Away,"
 
 サマー・ウォーカー 
 ","
 

 Still Over It


 "
2021-11-15 : 16,16,Lion Eyes,"
 
 Lil Durk 
 ","
 

 Lion Eyes - Single


 "
2021-11-15 : 17,17,All Too Well (Taylor's Version),"
 
 テイラー・スウィフト 
 ","
 

 Red (Taylor’s Version) (+ A Message From Taylor)


 "
2021-11-15 : 18,18,Sad Girlz Luv Money Remix (feat. Moliy),"
 
 Amaarae、 Kali Uchis 
 ","
 

 Sad Girlz Luv Money Remix (feat. Moliy) - Single


 "
2021-11-15 : 19,19,Being Honest (Remix),"
 
 Kay Flock、 G Herbo 
 ","
 

 The D.O.A. Tape


 "
2021-11-15 : 2,2,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),"
 
 テイラー・スウィフト 
 ","
 

 Red (Taylor’s Version) (+ A Message From Taylor)


 "
2021-11-15 : 20,20,Sharing Locations (feat. Lil Baby & Lil Durk),"
 
 ミーク・ミル 
 ","
 

 Expensive Pain


 "
2021-11-15 : 21,21,Red (Taylor's Version),"
 
 テイラー・スウィフト 
 ","
 

 Red (Taylor’s Version) (+ A Message From Taylor)


 "
2021-11-15 : 22,22,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-11-15 : 23,23,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],"
 
 CKay 
 ","
 

 Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single


 "
2021-11-15 : 24,24,Knife Talk (feat. 21 Savage & Project Pat),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-15 : 25,25,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-11-15 : 3,3,No Love,"
 
 サマー・ウォーカー、 SZA 
 ","
 

 Still Over It


 "
2021-11-15 : 4,4,Is Ya Ready,"
 
 Kay Flock 
 ","
 

 Is Ya Ready - Single


 "
2021-11-15 : 5,5,LA FAMA (feat. The Weeknd),"
 
 ロザリア 
 ","
 

 LA FAMA (feat. The Weeknd) - Single


 "
2021-11-15 : 6,6,Girls Want Girls (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-15 : 7,7,Already Dead,"
 
 ジュース・ワールド 
 ","
 

 Already Dead - Single


 "
2021-11-15 : 8,8,Not in the Mood,"
 
 Lil Tjay、 Fivio Foreign、 Kay Flock 
 ","
 

 Not in the Mood - Single


 "
2021-11-15 : 9,9,ESCAPE PLAN,"
 
 トラヴィス・スコット 
 ","
 

 ESCAPE PLAN / MAFIA - Single


 "
2021-11-16 : 1,1,Smokin Out The Window,"
 
 ブルーノ・マーズ、 アンダーソン・パーク、 Silk Sonic 
 ","
 

 An Evening With Silk Sonic


 "
2021-11-16 : 10,10,Throw It Away,"
 
 サマー・ウォーカー 
 ","
 

 Still Over It


 "
2021-11-16 : 11,11,Sad Girlz Luv Money Remix (feat. Moliy),"
 
 Amaarae、 Kali Uchis 
 ","
 

 Sad Girlz Luv Money Remix (feat. Moliy) - Single


 "
2021-11-16 : 12,12,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],"
 
 CKay 
 ","
 

 Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single


 "
2021-11-16 : 13,13,Lion Eyes,"
 
 Lil Durk 
 ","
 

 Lion Eyes - Single


 "
2021-11-16 : 14,14,Being Honest (Remix),"
 
 Kay Flock、 G Herbo 
 ","
 

 The D.O.A. Tape


 "
2021-11-16 : 15,15,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-11-16 : 16,16,Bad Man (Smooth Criminal),"
 
 Polo G 
 ","
 

 Hall of Fame 2.0


 "
2021-11-16 : 17,17,Way 2 Sexy (feat. Future & Young Thug),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-16 : 18,18,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-11-16 : 19,19,Sharing Locations (feat. Lil Baby & Lil Durk),"
 
 ミーク・ミル 
 ","
 

 Expensive Pain


 "
2021-11-16 : 2,2,No Love,"
 
 サマー・ウォーカー、 SZA 
 ","
 

 Still Over It


 "
2021-11-16 : 20,20,IYKYK,"
 
 B-Lovee 
 ","
 

 IYKYK - Single


 "
2021-11-16 : 21,21,ESCAPE PLAN,"
 
 トラヴィス・スコット 
 ","
 

 ESCAPE PLAN / MAFIA - Single


 "
2021-11-16 : 22,22,Being Honest,"
 
 Kay Flock 
 ","
 

 Being Honest - Single


 "
2021-11-16 : 23,23,Fair Trade (feat. Travis Scott),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-16 : 24,24,Already Dead,"
 
 ジュース・ワールド 
 ","
 

 Already Dead - Single


 "
2021-11-16 : 25,25,Easy On Me,"
 
 アデル 
 ","
 

 30


 "
2021-11-16 : 3,3,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),"
 
 テイラー・スウィフト 
 ","
 

 Red (Taylor’s Version) (+ A Message From Taylor)


 "
2021-11-16 : 4,4,Is Ya Ready,"
 
 Kay Flock 
 ","
 

 Is Ya Ready - Single


 "
2021-11-16 : 5,5,LA FAMA (feat. The Weeknd),"
 
 ロザリア 
 ","
 

 LA FAMA (feat. The Weeknd) - Single


 "
2021-11-16 : 6,6,Girls Want Girls (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-16 : 7,7,Bitter (Narration By Cardi B),"
 
 サマー・ウォーカー、 Cardi B 
 ","
 

 Still Over It


 "
